episodio,recompensa,sucesso,epsilon
550,406.16609194718916,1,0.06317096204211972
551,490.0,1,0.06285510723190912
552,-114.37722339831635,1,0.06254083169574957
553,-226.2678625053628,1,0.062228127537270826
554,-9351.196491498018,1,0.06191698689958447
555,475.60898762952974,1,0.061607401965086545
556,-2421.765514462753,1,0.06129936495526111
557,488.1245154965971,1,0.0609928681304848
558,79.3238075793812,1,0.060687903789832374
559,-1241.4058829184435,1,0.06038446427088321
560,-3077.0883117545677,1,0.06008254194952879
561,-6816.817479436052,1,0.05978212923978115
562,-786.0,1,0.05948321859358224
563,-720.7590012963735,1,0.05918580250061433
564,488.32455532033674,1,0.058889873488111255
565,398.19004621945794,1,0.058595424120670696
566,-4107.889229723725,1,0.05830244700006734
567,432.6356421265527,1,0.058010934765067
568,395.293765408777,1,0.05772088009124167
569,-163.1670243221048,1,0.05743227569078546
570,-416.0,1,0.05714511431233153
571,-258.3011335174415,1,0.05685938874076987
572,488.4721359549996,1,0.056575091797066025
573,-305.5746591928962,1,0.056292216338080694
574,-3523.4423588078002,1,0.05601075525639029
575,483.65685424949237,1,0.05573070148010834
576,486.3606797749979,1,0.0554520479727078
577,74.64911064067348,1,0.05517478773284426
578,-1439.0142886309281,1,0.05489891379418004
579,476.08318915758457,1,0.05462441922520914
580,-461.6890111571928,1,0.0543512971290831
581,-5931.055728090001,1,0.05407954064343768
582,-1412.3929829960343,1,0.05380914294022049
583,-3062.3910123704704,1,0.05354009722551939
584,-1276.3875030502686,1,0.05327239673939179
585,-691.1975610662869,1,0.053006034755694834
586,-247.0098048640723,1,0.052741004581916356
587,-4181.592793377651,1,0.052477299559006776
588,-14373.900248757755,0,0.052214913061211746
589,-2528.267862505363,1,0.05195383849590569
590,338.52058325093856,1,0.05169406930342616
591,482.8679622641132,1,0.05143559895690903
592,-1658.795349465915,1,0.051178420962124486
593,-577.5369075765443,1,0.05092252885731386
594,-2005.8344749394041,1,0.05066791621302729
595,-3298.366692347216,1,0.05041457663196215
596,434.92849839314596,1,0.050162503748802344
597,118.80624847486575,1,0.05
598,14.0,1,0.05
599,-4678.0,1,0.05
600,486.560219778561,1,0.05
